",صحابي كل يشكرو فيبر هما بعاد عني 600متر بتقريب وحتى عالم كل عايش بيه وحنا رانا في طريق صوااب ولكن مزلنا بعاد ولكن قريب نوصلو بالمقارنة وين كنا وزوك كيف رانا تحسن كبير انا مزال لم تكتبلي اقدار اشترك بفيبر وعيش تجربة معه نتمنى ذلك عاجلا ومزال خير وامل بالتوفيق"
",مشابه تطبيق ايدوم لا يعمل هل من حل للمشكلة؟"
",Best wishes for an awesome weekend Algeria Telecom!!"
",مزال ما وصلنا الفيبر"
",اشتركت في عرض 20 ميغا ولكن عند اختباري لسرعة الإنترنت كانت النتيجة 10 ميغا أو أقل! ما الذي يحدث؟ هل هذا خطأ تقني أم هناك شيء غير واضح؟ بصراحة، أنا مستاء جدًا من الخدمة المقدمة. أتمنى الحصول على تفسير واضح وتحسين الأداء"
",""فليكسيت ضرك في مودام ال4g"
نقصت من الحساب البريد لكن المودام ماتفعلتش
"ما الحل ؟؟؟؟"""
",""عملية الربط بالفيبر جد ثقيلة"
"على الاقل يتم تفعيل vdsl للناس لي عندها adsl و مزال موصلهمش الفيبر"""
",عندنا في ولاية سعيدة عندنا انترنات مقطوعة مند 20يوم ولم يلرجعونها ارجوا اصلاح خلل عندنا ليس عندي وحدي مقطوعة عندنا في حينا مقطوعة كله"
",المشكلة درنا طلب عليه ومازال ماركبش عدنا؟"
",تطبيق may idoom خارج الخدمة مرة أخرى"
",وشنو هو الحل مع انقطاع الانترنيت المتكررة وانقطاعDSL لأكثر من اسبوع نفس مشكل"
",قمت بالإشتراك ولكن سرعة التدفق بطيئة لا تصل 40 م/ثانية ؟ لماذا"
",رانا في أكثر من سمانة تقطع الكابل الرئيسي تاع adsl فالحومة ومازال مخدموهش علاش هاد المنكر؟!!"
",وين راهو الفايبر رانا نعانيو مع adsl"
",انا سجلت بصح ماسلكتش مبعد كي يجيبو مودام نسلك 500 دج ولا كيفاه"
",علاه حتي يخلاص العرض ورانا مزال نستنو في fibre او رانا في جهاد عظيم مع adsl معناة نورمالمو تعوضونا.."
",رانا في شهر بلا كونيكسيون في بليدة وروحنا شكينا ومدارولنا والو كيفاه حل ذوك ؟"
",تطبيق ايدوم لا يعمل اصلحوا الخلل ؟"
",96 ساعة من عندكم ولا تخلصو عليها"
",تطبيق Myidoom لا يعمل منذ مدة طويلة"
",ممكن الهاتف للاتصال بكم"
",متى نتحصل على بونيس ، عندما تخلص ولا تستنى"
",4gكارثة نشتركو والنت ضعيف جدا جدا"
",اخي جربت و يقلي ادخل الرمز .....ماهو الرمز"
",خدمات ADSL سيئة تماما و كارثية"
",تطبيقكم لايعمل"
",حنا ADSL و تقيلا متمشيش قاع في بئر الجير حي الهاشمي غزالي (مرشد) و la fibre حذث ولا حرج معينا نستنوا مبان والو ....."
",سلام عليكم أريد دفع ثمن fix في عام لا إشكال في ذلك أريد توضيح من فضلكم"
",اعاني من انقطاع خطي للفيبر اكثر من شهر ونصف ولحد الساعة لم تتم معالجة الامر كل مصلحة تبعثني لمصلحة اخرى والحجة السيستام راني مبلوكي والحلول غائبة اين الاحترافية إلى متى؟!!"
",من فضلكم انا تقدمت لمكتب نتاعكم المتواجد في ولاية ورقلة في حي الخفجي نسكن في رويسات ونعاني من انقطاع في كابل النحاسي واطلب من سيادتكم ديرو لينا حل في اقرب وقت نظرا الى احتياجي دائما لانترنات فرجاءا استبدال خدمات الخط النحاسي بخط الفايبر في ورقلة لان ال… En voir plus"
",هل هذا العرض صالح للناس اللي حاب غير من ADSL إلى الفيبر"
",""شكوى إلى مسؤولي اتصالات الجزائر"
نحن سكان حي 551 سكن بماسينيسا الخروب - قسنطينة
"يؤسفنا أن نبلغكم أنه منذ أفريل 2023 ونحن نعاني من انقطاع شبكة الهاتف الثابت والانترنيت بعد اتلاف الكابل الموصل لمساكننا وبقيت الاوضاع دون إصلاح ، ووعدنا مسؤول الوكالة ا… En voir plus"""
",هل يمكن طلب الربط من الموقع مباشرة ؟؟؟؟؟؟"
",كيف اتحصل على هذا العرض اخي"
",ولاية عنابة للان لم تدخل خدمة la fibre من العام الماضي و حنا ننتظر في بلدية عنابة وسط و مكانش les modemes قالو لنا مع بداية 2025 لكن لا يوجد ايي خبر"
",راني تقدمت بطلب الربط .لكن لحد الساعة لم يتم الإتصال بي من طرفكم"
",صلحو تطبيق my idoom"
",""كان الافضل وضع خانة اخرى من اجل تسجيل شكوى او انشغال مناطق الظل التي لحد الان لم يتم تسجيل فيها مشروع الهاتف الثابت و الانترنت ونحن في سنة2025"
منطقة المعارفية فيها حوالي20عائلةمعزولة تابعة لقرية
"اولاد ابوعلي بلدية اولاد عباس ولاية الشلف … En voir plus"""
",اريد معرفة رقم 4جي الخاص بي"
",حي الڨماص ولاية قسنطينة شهر بدون أنترنيت والله عيب"
",الابلاغ موجود لكنه لا حدث بالنسبة لوكالتكم بالبليدة"
",المشكل سيبقى مستمرا لأن أصل المشكل لا يتم التطرق إليه وهو إهتراء معظم خطوط الأنترنت ADSL على الأقل إذا كان تعميم الألياف البصرية أمرا بعيدا فالأولى صيانة الخطوط وتجديد أجهزة الراوتر القديمة التي إنتهى عنها الدعم بدل الحلول الترقيعية والحيل التي لاطائل منها"
",تم التبليغ وكان الرد على ذلك في وقت قياسي شكرا لكم"
",""من يو الاربعاء و انا داير بلاغ في الصفحة و عند رقم 12 و ماكاين والو."
"و زيدلها مدة الانتظار نتاع رقم 12 اللي تفوت 5 دقايق و موراها يقولك """" عذرا كل المستشارين مشغولون مؤقتا. اعد الاتصال بعد حين"""""""
",كيف ندخل للرابط والعطب موجود في خدمة الإنترنت"
",أربعة أشهر بدون انترنت و مزال ما بان والو"
",من فضلكم المودام النقطة تاع الانترنت كانت شاعلة وطفات من قبيل ولي بحداها تسينيالي وشي السبب"
",رحنا نسجلو قالك لازم الرقم الصغير لي فالعلبة و احنا شقينا و صورنا العلبة فيها غير رقم بالقلم لي كتبوه التقنيين باليد ، واش الفايدة تركبوا العلبة و تديروا عليها تجارب و ترقموها و الصح مكاش تخلوها من دون الرقم اللي لازم باش الناس تشترك ؟! الناس جاية بمعل… En voir plus"
",عينا نفهمو معاكم كيفاه نخلص في 20 ميڨا وتمشي 8ميڤا زيد في ليل تثقال خلاه"
",غدا 20 جانفي يعتبر آخر يوم للعرض ؟ أو يكون انتهى ؟"
",توقيت عمل فرع الجلفة فترة المسائية"
",مدة تلبية الطلب والتوصيل بعد الإشتراك وتقديم الملف للوكاله شحال"
",نحن في انتظار التركيب و إصال الكابل مع رغم رانا مخلصين وراهم طالقينا لنترنات من يوم لي خلصت فيه"
",حاب ركب واحد. هل إشتراك شهري إجباري في فيبر"
",المنطقه لمفيهاش التغطية كيفاش يدير"
",وحنا لي ركبتونا ومطلقتوناش الانترنت كيفش تحسبونا شهر باطل ولا كيفاش"
",موادا 4g الفايسبوك اومايمشيش تحوسو هدا البوكس يمشي تشريه تريح تشوف فيه كيما المودام"
",يمشي على الانترنت idoom adsl و لا غير على 4G"
",يجب تطوير خواص توين بوكس يحتاج إلى التطوير من الاحسن في المستقبل زيادة بعض الخواص مثل سعة الذاكرة الداخلية 4 ميغا و32ميغا تخزين ومعالج قوي وwifi6او7على الاقل"
",متى يكون جاهز في الوكالات التجارية من فضلك"
",معليش شحال سومة ملخر"
",بشحال"
",اتصالات الجزائر دايمن جيب الجديد روعة"
",كيف يمكننا الحصول على جهاز twinbox أين يباع"
",هل تمشي فيه شريحة اتصلات الجزائر تاع انترنت ونقدر نكتي بيها في بلاصت جيزي؟"
