commentaire,sentiment,probleme
"Faites plutôt un Wi-Fi 6 ou même un Wi-Fi 7, ce serait mieux.;",positif,N/A
Est-ce que ça fonctionne uniquement avec Algérie Télécom ou aussi avec d'autres opérateurs ?;,positif,N/A
"Vous avez un problème sur votre site, je n’arrive pas à payer l’abonnement internet avec la carte Edahabia.;",négatif,problème réseau
"À Didouche Mourad – Loubirouz, pas d’internet, ça coupe sans cesse, on a pourtant payé, et toujours pas de fibre non plus, c’est pour quand ?;",négatif,problème réseau
"S’il vous plaît, après avoir demandé à bénéficier de cette offre via internet, quel est le délai d’activation ? Merci.;",positif,N/A
"Salam, quels sont les délais d’installation après paiement ? J’attends depuis plus de 5 jours.;",positif,N/A
Haha je sais que vous viendrez installer la fibre seulement après cette offre.;,positif,N/A
"Mon ami, apportez-nous juste la fibre, c’est tout ce qu’on demande.;",positif,N/A
"Deux mois qu’on a déposé le dossier, toujours aucune réponse.;",neutre,N/A
"J’ai payé et il n’y a rien, un service plus que médiocre.;",négatif,facturation
Quand allez-vous installer la fibre à Blida ? Ça fait 4 mois qu’on attend.;,négatif,problème réseau
"Quand vous atteindrez les gens avec votre réseau, alors vous pourrez faire des offres.;",positif,N/A
Nous ne recevons pas ce réseau malgré la courte distance du siège de la wilaya.;,neutre,N/A
Quel est le prix pour 3 mois avec un débit de 15 Mbps ?;,positif,N/A
"Ils ne veulent même pas m’installer l’ADSL, alors la fibre, n’en parlons même pas.;",négatif,problème réseau
"14 mois sans internet !! Et vous parlez de 'lancement' de l’internet rapide ? Dans ce cas, on regrette l’ancienne lenteur !;",négatif,problème réseau
"J’ai souscrit à Idoom Fibre mais il n’y a pas d’internet, le voyant sur l’appareil fibre est rouge.;",négatif,problème réseau
Combien coûte la facture du téléphone ADSL ?;,négatif,problème réseau
Il y a un problème avec le modem 4G B310s. Tous les gens ont une panne de connexion depuis 4 jours chez moi aussi. Rendez-nous la connexion.;,négatif,problème réseau
"Problème avec le modem 4G LTE, pas de réseau depuis une semaine.;",négatif,problème réseau
Le réseau fibre n’a toujours pas atteint la moitié des Algériens.;,neutre,N/A
Que Dieu vous aide.;,positif,N/A
"Ça fait un an qu’on dit qu’on veut internet. Un an sans service dans un quartier de plus de 600 logements, alors que les clés ont été remises depuis un an.;",négatif,problème réseau
"Activez-moi la connexion, ça fait un mois que vous avez installé le modem fibre.;",positif,N/A
"Le mois dernier, j’ai rechargé deux fois 2500 DA via l’application pour modem 4G. Le montant a été débité mais pas de recharge. Donc 5000 DA perdues. Je ne sais pas si ce sera remboursé ou pas.;",négatif,problème réseau
"La fibre optique dans la cité des 800 logements : on en a marre, vous avez promis pour décembre 2024.;",négatif,problème réseau
"Réparez l’espace client 'My Idoom', il ne s’ouvre pas.;",négatif,offres commerciales
"Algérie Télécom, vous avez une option de signalement des pannes sur votre site, pourquoi personne ne répond ?;",négatif,problème réseau
"Et celui qui paie via BaridiMob, est-ce qu’il peut bénéficier de cette offre ?;",négatif,offres commerciales
"On ne veut pas me rétablir la ligne depuis 40 heures. Facture payée à l’avance, ligne fonctionnelle. Après une panne générale de 36 heures, le service qui l’a suspendue ne peut pas la rétablir ! Donc 76h d’interruption.;",négatif,problème réseau
Merci Algérie Télécom.;,positif,N/A
"On attend que vous veniez réparer la situation, ça fait un moment qu’on est sans câble.;",négatif,problème réseau
"On s’est abonnés il y a une semaine, on a payé, et jusqu’à maintenant, vous ne nous avez pas installé le modem.;",positif,N/A
"On en a marre, ça fait un mois qu’on court derrière vous, toujours rien.;",négatif,problème réseau
On attend que notre région soit raccordée à la fibre.;,positif,N/A
"À Théniet El Had, Médéa, nous sommes dans l’attente.;",positif,N/A
"Nous, les anciens clients ADSL, on est passés à la fibre mais un mois sans rien, alors qu’on a payé et on devrait bénéficier de l’offre.;",neutre,N/A
"Pour installer une ligne téléphonique avec internet à Tiaret, ça fait 4 mois complets et rien du tout de la part d’Algérie Télécom.;",neutre,N/A
"Après avoir demandé la ligne à Algérie Télécom à Rouiba, la réponse est venue en 3 jours : le raccordement a été fait et le débit atteint 500 Mbps pour seulement 50 000 DA le premier mois. Merci pour ce service rapide.;",positif,N/A
On vous attend pour que vous la fassiez enfin arriver chez nous...;,négatif,réactivité
"Pas de panique, un mois d’abonnement donne droit à 3 jours supplémentaires. Pour 48 jours, il faut payer une année complète.;",positif,N/A
"Nous voulons une baisse des prix sur la fibre, c’est trop cher pour les citoyens. (Une demande qui dure depuis longtemps);",négatif,problème réseau
"Algérie Télécom, toujours plus proche.;",positif,N/A
"Dans la daïra de Birine, wilaya de Djelfa, le modem 4G est en panne dans toute la ville. On a signalé, ils nous disent qu’ils ne peuvent rien faire.;",négatif,problème réseau
"J’ai utilisé le paiement électronique pendant un mois, rien n’a été ajouté.;",neutre,N/A
"S’il vous plaît, j’ai payé et vous ne m’avez toujours pas activé le service.;",positif,N/A
Est-ce que c'est de la 4G et est-ce que c'est utile dans un village isolé en termes de couverture ?;,négatif,problème réseau
"Faites plutôt un Wi-Fi 6 ou même un Wi-Fi 7, ce serait mieux.;",positif,N/A
Est-ce que ça fonctionne uniquement avec Algérie Télécom ou aussi avec d'autres opérateurs ?;,positif,N/A
"Vous avez un problème sur votre site, je n’arrive pas à payer l’abonnement internet avec la carte Edahabia.;",négatif,problème réseau
"À Didouche Mourad – Loubirouz, pas d’internet, ça coupe sans cesse, on a pourtant payé, et toujours pas de fibre non plus, c’est pour quand ?;",négatif,problème réseau
"S’il vous plaît, après avoir demandé à bénéficier de cette offre via internet, quel est le délai d’activation ? Merci.;",positif,N/A
"Salam, quels sont les délais d’installation après paiement ? J’attends depuis plus de 5 jours.;",positif,N/A
Haha je sais que vous viendrez installer la fibre seulement après cette offre.;,positif,N/A
"Mon ami, apportez-nous juste la fibre, c’est tout ce qu’on demande.;",positif,N/A
"Deux mois qu’on a déposé le dossier, toujours aucune réponse.;",neutre,N/A
"J’ai payé et il n’y a rien, un service plus que médiocre.;",négatif,facturation
Quand allez-vous installer la fibre à Blida ? Ça fait 4 mois qu’on attend.;,négatif,problème réseau
"Quand vous atteindrez les gens avec votre réseau, alors vous pourrez faire des offres.;",positif,N/A
Nous ne recevons pas ce réseau malgré la courte distance du siège de la wilaya.;,neutre,N/A
Quel est le prix pour 3 mois avec un débit de 15 Mbps ?;,positif,N/A
"Ils ne veulent même pas m’installer l’ADSL, alors la fibre, n’en parlons même pas.;",négatif,problème réseau
"14 mois sans internet !! Et vous parlez de 'lancement' de l’internet rapide ? Dans ce cas, on regrette l’ancienne lenteur !;",négatif,problème réseau
"J’ai souscrit à Idoom Fibre mais il n’y a pas d’internet, le voyant sur l’appareil fibre est rouge.;",négatif,problème réseau
Combien coûte la facture du téléphone ADSL ?;,négatif,problème réseau
Il y a un problème avec le modem 4G B310s. Tous les gens ont une panne de connexion depuis 4 jours chez moi aussi. Rendez-nous la connexion.;,négatif,problème réseau
"Problème avec le modem 4G LTE, pas de réseau depuis une semaine.;",négatif,problème réseau
Le réseau fibre n’a toujours pas atteint la moitié des Algériens.;,neutre,N/A
Que Dieu vous aide.;,positif,N/A
"Ça fait un an qu’on dit qu’on veut internet. Un an sans service dans un quartier de plus de 600 logements, alors que les clés ont été remises depuis un an.;",négatif,problème réseau
"Activez-moi la connexion, ça fait un mois que vous avez installé le modem fibre.;",positif,N/A
"Le mois dernier, j’ai rechargé deux fois 2500 DA via l’application pour modem 4G. Le montant a été débité mais pas de recharge. Donc 5000 DA perdues. Je ne sais pas si ce sera remboursé ou pas.;",négatif,problème réseau
"La fibre optique dans la cité des 800 logements : on en a marre, vous avez promis pour décembre 2024.;",négatif,problème réseau
"Réparez l’espace client 'My Idoom', il ne s’ouvre pas.;",négatif,offres commerciales
"Algérie Télécom, vous avez une option de signalement des pannes sur votre site, pourquoi personne ne répond ?;",négatif,problème réseau
"Et celui qui paie via BaridiMob, est-ce qu’il peut bénéficier de cette offre ?;",négatif,offres commerciales
"On ne veut pas me rétablir la ligne depuis 40 heures. Facture payée à l’avance, ligne fonctionnelle. Après une panne générale de 36 heures, le service qui l’a suspendue ne peut pas la rétablir ! Donc 76h d’interruption.;",négatif,problème réseau
Merci Algérie Télécom.;,positif,N/A
"On attend que vous veniez réparer la situation, ça fait un moment qu’on est sans câble.;",négatif,problème réseau
"On s’est abonnés il y a une semaine, on a payé, et jusqu’à maintenant, vous ne nous avez pas installé le modem.;",positif,N/A
"On en a marre, ça fait un mois qu’on court derrière vous, toujours rien.;",négatif,problème réseau
On attend que notre région soit raccordée à la fibre.;,positif,N/A
"À Théniet El Had, Médéa, nous sommes dans l’attente.;",positif,N/A
"Nous, les anciens clients ADSL, on est passés à la fibre mais un mois sans rien, alors qu’on a payé et on devrait bénéficier de l’offre.;",neutre,N/A
"Pour installer une ligne téléphonique avec internet à Tiaret, ça fait 4 mois complets et rien du tout de la part d’Algérie Télécom.;",neutre,N/A
"Après avoir demandé la ligne à Algérie Télécom à Rouiba, la réponse est venue en 3 jours : le raccordement a été fait et le débit atteint 500 Mbps pour seulement 50 000 DA le premier mois. Merci pour ce service rapide.;",positif,N/A
On vous attend pour que vous la fassiez enfin arriver chez nous...;,négatif,réactivité
"Pas de panique, un mois d’abonnement donne droit à 3 jours supplémentaires. Pour 48 jours, il faut payer une année complète.;",positif,N/A
"Nous voulons une baisse des prix sur la fibre, c’est trop cher pour les citoyens. (Une demande qui dure depuis longtemps);",négatif,problème réseau
"Algérie Télécom, toujours plus proche.;",positif,N/A
"Dans la daïra de Birine, wilaya de Djelfa, le modem 4G est en panne dans toute la ville. On a signalé, ils nous disent qu’ils ne peuvent rien faire.;",négatif,problème réseau
"J’ai utilisé le paiement électronique pendant un mois, rien n’a été ajouté.;",neutre,N/A
"S’il vous plaît, j’ai payé et vous ne m’avez toujours pas activé le service.;",positif,N/A
Nous sommes en 2025 et internet est toujours lent et se coupe sans cesse.;,négatif,problème réseau
"Je paie toujours avec BaridiMob mais je ne reçois que mon mois d’abonnement, pas plus.;",neutre,N/A
Quel est le montant de l’abonnement mensuel Idoom Fibre ? Est-ce 2000 DA ou 2200 DA ? Merci.;,positif,N/A
"Il n’y a qu’un seul quartier à Hammam Dalaa qui bénéficie de la fibre, c’est le quartier El Hourane. Nous demandons à Algérie Télécom de raccorder toute la commune. Merci.;",positif,N/A
Répondez-nous en message privé s’il vous plaît.;,positif,N/A
"La commune de Hammam Dalaa, wilaya de M’sila, malgré sa densité, ne bénéficie pas de la fibre.;",négatif,problème réseau
"Pour la fibre à 300, dois-je payer 300 000 DA chaque mois ou puis-je payer tous les 10 jours ? Et cela sans avoir à me déplacer à l’agence.;",positif,N/A
"La commune de Constantine, quartier Emir Abdelkader, souffre en silence à cause de l'absence d’internet.;",neutre,N/A
Nous attendons les services techniques de la wilaya de Ghardaïa pour raccorder plusieurs quartiers de la commune de Bounoura. Merci.;,positif,N/A
Tu as un modem fibre ?;,négatif,problème réseau
"Ils nous ont installé le modem et la ligne fixe fonctionne, je peux appeler, mais il n’y a pas de connexion internet. Je ne comprends pas, faut-il encore payer pour l’activer ou quoi ? Quelqu’un peut nous expliquer ?;",négatif,problème réseau
"Modem 4G LTE, pas de connexion depuis ce matin. Veuillez régler le problème s’il vous plaît.;",négatif,problème réseau
